DateProcessed,ScallopID,ShellHt_mm,Sex,Mus_Boat1_g,Boat+WetMus_g,WetMus_g,Boat+DryMus_g,DryMus_g,Gon_Boat1_g,Boat+WetGon_g,WetGon_g,Boat+DryGon_g,DryGon_g,Man_Boat1_g,Boat+WetMan_g,WetMan_g,Boat+DryMan_g,DryMan_g,ShellWt_g,Notes
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
,,,,,,0.00,,0.00,,,0.00,,0.00,,,0.00,,0.00,,
